epoch,accuracy,loss,val_accuracy,val_loss
0,0.262029767036438,1.8284341096878052,0.280579537153244,1.7886664867401123
1,0.3404060900211334,1.6681716442108154,0.3964892625808716,1.5385562181472778
2,0.422437846660614,1.4860639572143555,0.372527152299881,1.655508041381836
3,0.4787651300430298,1.3486340045928955,0.46865421533584595,1.3794244527816772
4,0.5100691318511963,1.262833833694458,0.4901086688041687,1.3244038820266724
5,0.5352585315704346,1.210734248161316,0.49261632561683655,1.3075515031814575
6,0.5500133037567139,1.1696397066116333,0.5391473770141602,1.202615737915039
7,0.5627575516700745,1.1362931728363037,0.5511284470558167,1.1793516874313354
8,0.5749036073684692,1.1117339134216309,0.5491780638694763,1.1692836284637451
9,0.5846404433250427,1.0884968042373657,0.5745332837104797,1.142557144165039
10,0.5938289165496826,1.068036675453186,0.5569796562194824,1.1824758052825928
11,0.6037318706512451,1.0414986610412598,0.5054332613945007,1.2869062423706055
0,0.6125049591064453,1.0227609872817993,0.5057119131088257,1.3278093338012695
1,0.6198491454124451,1.0050692558288574,0.5750905275344849,1.132717251777649
2,0.6262794137001038,0.9897226095199585,0.42128726840019226,1.5203756093978882
3,0.6338395476341248,0.9716824889183044,0.576762318611145,1.1237924098968506
4,0.6371294856071472,0.9599979519844055,0.5881861448287964,1.0780154466629028
5,0.6445567011833191,0.9444857239723206,0.6188353300094604,1.0297458171844482
6,0.6503555774688721,0.9306743144989014,0.6205071210861206,1.0094480514526367
7,0.6561378240585327,0.9165722727775574,0.5413764119148254,1.2370777130126953
8,0.6641134023666382,0.8974422216415405,0.5394260287284851,1.2498077154159546
9,0.6681510210037231,0.8841259479522705,0.61521315574646,1.0164121389389038
10,0.6756114363670349,0.8733181357383728,0.5959877371788025,1.0748709440231323
11,0.6790010929107666,0.8605138063430786,0.546949028968811,1.1999702453613281
12,0.6856639385223389,0.8452584147453308,0.5759264230728149,1.1564258337020874
13,0.6890203356742859,0.8353236317634583,0.5706325173377991,1.2659565210342407
14,0.6960155367851257,0.819013237953186,0.6341599225997925,0.9781149625778198
15,0.7008673548698425,0.8081953525543213,0.6572861671447754,0.9091638922691345
0,0.7026950716972351,0.7977706789970398,0.6202284693717957,1.0477674007415771
1,0.7107536792755127,0.7824723720550537,0.6107550859451294,1.0482438802719116
2,0.7151901125907898,0.7681764960289001,0.5491780638694763,1.2196707725524902
3,0.7213046550750732,0.7587295174598694,0.5993313193321228,1.0992690324783325
4,0.7222517728805542,0.7504961490631104,0.5179715752601624,1.3206474781036377
5,0.7270703315734863,0.7382639646530151,0.3602674901485443,2.0629570484161377
6,0.7318224310874939,0.7288652062416077,0.6831986904144287,0.8801340460777283
7,0.7345640063285828,0.718243420124054,0.6815268993377686,0.8749716281890869
8,0.7407284379005432,0.7045249938964844,0.6829200387001038,0.8959996700286865
9,0.744666337966919,0.6930739283561707,0.5775982141494751,1.1808058023452759
10,0.7492523193359375,0.6848527193069458,0.6873781085014343,0.8780778646469116
11,0.7523428201675415,0.6725273132324219,0.6252437829971313,1.0955497026443481
12,0.76026850938797,0.6523111462593079,0.6556143760681152,0.9808499217033386
13,0.7621793150901794,0.6488955616950989,0.6427974104881287,0.9943271279335022
14,0.7663166522979736,0.6390791535377502,0.6879353523254395,0.8891108632087708
15,0.7710188627243042,0.6278184652328491,0.5567010045051575,1.2650352716445923
0,0.7721155285835266,0.6209745407104492,0.508776843547821,1.4626578092575073
1,0.775820791721344,0.6127719879150391,0.662580132484436,0.9854367971420288
2,0.7804067730903625,0.6005042195320129,0.5720256567001343,1.304551601409912
3,0.784328043460846,0.5896154642105103,0.5185288190841675,1.6499758958816528
4,0.7885650396347046,0.5819095373153687,0.5984954237937927,1.2445791959762573
5,0.7921872735023499,0.570595383644104,0.7241571545600891,0.7979857921600342
6,0.7942975163459778,0.5640623569488525,0.6837559342384338,0.9031103849411011
7,0.7978200316429138,0.5603187084197998,0.7202563285827637,0.8043090105056763
8,0.8035191893577576,0.5433279871940613,0.6505990624427795,1.0754591226577759
9,0.8051309585571289,0.5400421023368835,0.7018668055534363,0.9247754812240601
0,0.809301495552063,0.5285535454750061,0.692672073841095,0.9325852990150452
1,0.8098497986793518,0.5240674614906311,0.7322373986244202,0.7920984625816345
2,0.8128738403320312,0.5175015926361084,0.7252716422080994,0.8086426854133606
3,0.8165791630744934,0.5065848231315613,0.7419894337654114,0.7443270683288574
4,0.8210487961769104,0.4976866543292999,0.6921147704124451,0.9099491834640503
5,0.8202512264251709,0.4994678795337677,0.6915575265884399,0.9548165202140808
6,0.8260501027107239,0.4835711121559143,0.7275006771087646,0.7921611070632935
7,0.8262661099433899,0.4802339971065521,0.7662301659584045,0.7261437177658081
8,0.8309683799743652,0.4700244069099426,0.6522708535194397,1.0813405513763428
9,0.8314003944396973,0.4679791033267975,0.7369740605354309,0.7890971899032593
