epoch,accuracy,loss,val_accuracy,val_loss
0,0.4005383551120758,1.5535866022109985,0.4527723491191864,1.5538805723190308
1,0.48898378014564514,1.339693546295166,0.47840625047683716,1.497310757637024
2,0.5314867496490479,1.2338730096817017,0.45444414019584656,1.4796957969665527
3,0.5507776141166687,1.1861262321472168,0.5544719696044922,1.2442628145217896
4,0.5652997493743896,1.1490448713302612,0.5583727955818176,1.2046570777893066
5,0.5773959755897522,1.1188642978668213,0.48481470346450806,1.5789318084716797
6,0.5888109803199768,1.0972940921783447,0.5416550636291504,1.2281688451766968
7,0.5982154607772827,1.0740164518356323,0.5196433663368225,1.3603752851486206
8,0.6045958995819092,1.0565733909606934,0.5505712032318115,1.2486931085586548
9,0.6081683039665222,1.0403014421463013,0.5444413423538208,1.2576277256011963
10,0.6131364107131958,1.0250545740127563,0.569796621799469,1.165360689163208
11,0.62169349193573,1.0078754425048828,0.584006667137146,1.140673279762268
12,0.6243187785148621,0.9984993934631348,0.5787127614021301,1.132408857345581
13,0.6289047002792358,0.9888616800308228,0.5795485973358154,1.145578145980835
14,0.6365811228752136,0.9746783971786499,0.5993313193321228,1.0596754550933838
15,0.640818178653717,0.9610798358917236,0.592086911201477,1.0787914991378784
16,0.6437757611274719,0.9516098499298096,0.5826135277748108,1.1102052927017212
17,0.6481290459632874,0.9419384598731995,0.6115909814834595,1.057611107826233
18,0.6516681909561157,0.9290534853935242,0.6241292953491211,1.0305780172348022
19,0.6543599367141724,0.9219182133674622,0.6074115633964539,1.0567947626113892
20,0.6563870906829834,0.9143731594085693,0.631652295589447,0.9978374242782593
21,0.66130530834198,0.9044429063796997,0.6054611206054688,1.0513676404953003
22,0.6655755639076233,0.8963834643363953,0.6118695735931396,1.0558931827545166
23,0.6686162352561951,0.8854383826255798,0.6110337376594543,1.0784552097320557
24,0.6712083220481873,0.8800930380821228,0.5957090854644775,1.0804510116577148
25,0.6763259172439575,0.8720105886459351,0.6260796785354614,0.9976221919059753
26,0.6761099100112915,0.8658217787742615,0.6246865391731262,0.9997333288192749
27,0.6774557828903198,0.8613361120223999,0.6478127837181091,0.9518004059791565
28,0.6799814105033875,0.8510354161262512,0.6416829228401184,0.9721946120262146
29,0.6861125826835632,0.8373898863792419,0.6260796785354614,1.00227952003479
30,0.6860461235046387,0.8385116457939148,0.6319308876991272,0.9994587898254395
31,0.6906154751777649,0.8293861746788025,0.6288659572601318,1.0067873001098633
32,0.691645622253418,0.8200365900993347,0.6430760622024536,0.9695813059806824
33,0.6947693824768066,0.8162432909011841,0.6408470273017883,0.9797818660736084
34,0.698092520236969,0.8084118962287903,0.6344385743141174,0.992087185382843
35,0.7013325691223145,0.8038101196289062,0.638896644115448,0.9657397866249084
36,0.6991725564002991,0.7992159724235535,0.6366676092147827,0.9614391326904297
37,0.7047387957572937,0.7913900017738342,0.6121482253074646,1.0407867431640625
38,0.7059517502784729,0.7865272164344788,0.6550571322441101,0.9369230270385742
39,0.7081117630004883,0.7823752164840698,0.6556143760681152,0.9168118834495544
40,0.7112521529197693,0.7758805155754089,0.676790177822113,0.8617594242095947
41,0.712830662727356,0.7706440091133118,0.6556143760681152,0.9238050580024719
42,0.7149574756622314,0.7658857703208923,0.6433547139167786,0.9867462515830994
43,0.7168018221855164,0.7563744187355042,0.6539425849914551,0.9243468046188354
44,0.721254825592041,0.7501491904258728,0.6701030731201172,0.9237281084060669
45,0.7209723591804504,0.7454462051391602,0.6572861671447754,0.930908739566803
46,0.7249435186386108,0.7421574592590332,0.6631373763084412,0.918666660785675
47,0.7283497452735901,0.7335020899772644,0.6556143760681152,0.945162296295166
48,0.7278512716293335,0.7323699593544006,0.6798551082611084,0.8905006051063538
49,0.729762077331543,0.7274307608604431,0.6500418186187744,0.977788507938385
50,0.7329854965209961,0.7202261090278625,0.6834772825241089,0.8741775751113892
51,0.7346470952033997,0.7167158722877502,0.677068829536438,0.884204626083374
52,0.733068585395813,0.7100623846054077,0.646976888179779,0.956289529800415
53,0.7396152019500732,0.7055429220199585,0.6609083414077759,0.9425808787345886
54,0.7405955195426941,0.6983429193496704,0.6884925961494446,0.8582523465156555
55,0.7419745922088623,0.6975746154785156,0.6642518639564514,0.9216199517250061
56,0.7436528205871582,0.6908692717552185,0.6726107597351074,0.9077323079109192
57,0.7428552508354187,0.6902967691421509,0.6517135500907898,0.9677411913871765
58,0.744417130947113,0.6849365830421448,0.6845918297767639,0.8750633597373962
59,0.7485212087631226,0.6753314137458801,0.6653664112091064,0.9436236619949341
60,0.7504153847694397,0.67180997133255,0.662580132484436,0.9375696778297424
61,0.7525754570960999,0.6651830673217773,0.6673167943954468,0.9238168597221375
62,0.7519606351852417,0.669224739074707,0.6781833171844482,0.9070724844932556
63,0.7519606351852417,0.6675969958305359,0.6915575265884399,0.8697441816329956
64,0.7559484243392944,0.6580809950828552,0.6946224570274353,0.8598889708518982
65,0.7594543695449829,0.6508508920669556,0.6726107597351074,0.9274318218231201
66,0.7598364949226379,0.648118793964386,0.6820841431617737,0.9078052043914795
67,0.76026850938797,0.645651638507843,0.6650877594947815,0.9596656560897827
68,0.7636913657188416,0.6393917202949524,0.685427725315094,0.8598412275314331
69,0.7649375200271606,0.6336301565170288,0.6667595505714417,0.9244788885116577
70,0.7639239430427551,0.6335909962654114,0.6988018751144409,0.8379141688346863
71,0.7692742347717285,0.6239448189735413,0.6745611429214478,0.8773682713508606
72,0.7705203890800476,0.6208717226982117,0.6779047250747681,0.9255474209785461
73,0.7709856629371643,0.6150281429290771,0.6943438053131104,0.8356482982635498
74,0.7732785940170288,0.6126217246055603,0.684034526348114,0.8874307870864868
75,0.7745413780212402,0.6038482785224915,0.7063248753547668,0.8271099925041199
76,0.7748072743415833,0.6034135222434998,0.6826413869857788,0.8760460019111633
77,0.7757377624511719,0.5994985699653625,0.6910002827644348,0.8764777779579163
78,0.7806726098060608,0.5922432541847229,0.6954583525657654,0.827390193939209
79,0.782699704170227,0.5885738134384155,0.6636946201324463,0.9640688896179199
80,0.7813206315040588,0.5901691317558289,0.6826413869857788,0.9203536510467529
81,0.7832978963851929,0.585418164730072,0.6876567006111145,0.8501375317573547
82,0.7861225605010986,0.5782359838485718,0.6951797008514404,0.86809903383255
83,0.7875515222549438,0.5742209553718567,0.6762329339981079,0.9216158986091614
84,0.7885318398475647,0.5701164603233337,0.7010309100151062,0.8387497663497925
85,0.7903595566749573,0.567523717880249,0.6834772825241089,0.9248786568641663
86,0.7916887998580933,0.5627745389938354,0.6812482476234436,0.8925141096115112
87,0.7909078598022461,0.5632410645484924,0.7091111540794373,0.8259225487709045
88,0.7954938411712646,0.5592629313468933,0.6806910037994385,0.9410854578018188
89,0.797869861125946,0.5479580163955688,0.7169128060340881,0.8424827456474304
90,0.7990828156471252,0.5460240840911865,0.7099470496177673,0.8642690777778625
91,0.7985345125198364,0.5456716418266296,0.6776260733604431,0.9459457993507385
