epoch,accuracy,loss,val_accuracy,val_loss
0,0.5854047536849976,1.0936416387557983,0.6199498176574707,1.0168311595916748
1,0.6638641357421875,0.896533191204071,0.6609083414077759,0.9208226799964905
0,0.6963977217674255,0.8164566159248352,0.6815268993377686,0.8604670763015747
1,0.7233483791351318,0.7458122968673706,0.6837559342384338,0.8535152673721313
0,0.746427595615387,0.6822376251220703,0.6910002827644348,0.8515201807022095
1,0.7708527445793152,0.6216161847114563,0.7272220849990845,0.7572789192199707
2,0.796623706817627,0.553473949432373,0.7467260956764221,0.7361104488372803
3,0.8181077837944031,0.49767744541168213,0.7684592008590698,0.680721640586853
4,0.839076817035675,0.4415317475795746,0.7745890021324158,0.6747452616691589
5,0.8543134331703186,0.39833858609199524,0.7977152466773987,0.6180071830749512
0,0.8733384013175964,0.35245558619499207,0.7904708981513977,0.6570791602134705
1,0.8844875693321228,0.3205355703830719,0.8208414316177368,0.6025275588035583
2,0.8946231603622437,0.2932684123516083,0.838952362537384,0.5377742648124695
3,0.9042270183563232,0.26693007349967957,0.8392309546470642,0.5607461929321289
0,0.9108567237854004,0.24870769679546356,0.8506547808647156,0.5404080748558044
1,0.9175528287887573,0.23096422851085663,0.8358874320983887,0.5890305638313293
2,0.9236176013946533,0.2149582803249359,0.8467539548873901,0.5829630494117737
3,0.9271899461746216,0.2049061357975006,0.8662580251693726,0.5118674635887146
0,0.9326731562614441,0.19057290256023407,0.8676511645317078,0.5322927236557007
1,0.9371926188468933,0.1801552176475525,0.8629144430160522,0.5628371834754944
2,0.9376246333122253,0.1768408566713333,0.8578991293907166,0.5294293761253357
3,0.940050482749939,0.17061907052993774,0.8757314085960388,0.5027706623077393
0,0.9424930214881897,0.16222935914993286,0.8801894783973694,0.4867638945579529
1,0.9467964768409729,0.14863169193267822,0.8760100603103638,0.519940197467804
2,0.9460321664810181,0.15023280680179596,0.8629144430160522,0.6094944477081299
3,0.9478432536125183,0.1448945701122284,0.8746168613433838,0.5464460253715515
