epoch,accuracy,loss,val_accuracy,val_loss
0,0.4675162732601166,1.3946009874343872,0.5380328893661499,1.252843976020813
1,0.5795726180076599,1.112027645111084,0.5561437606811523,1.169786810874939
2,0.6154791712760925,1.0200786590576172,0.6135413646697998,1.0295671224594116
3,0.644855797290802,0.9489741325378418,0.6135413646697998,1.016177773475647
4,0.6648610830307007,0.8977705836296082,0.6466982364654541,0.9466221928596497
5,0.6853316426277161,0.8406131267547607,0.6497631669044495,0.9592182040214539
6,0.7052538990974426,0.7884456515312195,0.6742825508117676,0.9124509692192078
7,0.7247275114059448,0.7422016859054565,0.6751184463500977,0.8768536448478699
8,0.7433038949966431,0.6955676674842834,0.6776260733604431,0.9001138210296631
9,0.7596038579940796,0.6510571241378784,0.700752317905426,0.8548951148986816
10,0.7749900221824646,0.6070454120635986,0.6845918297767639,0.9159329533576965
11,0.7912900447845459,0.5672339797019958,0.7255502939224243,0.779874861240387
12,0.8062109351158142,0.5286850333213806,0.7369740605354309,0.7724007964134216
13,0.8191878199577332,0.49094900488853455,0.7411535382270813,0.7846683859825134
14,0.8302040696144104,0.4655730426311493,0.7366954684257507,0.7868700623512268
15,0.8407716155052185,0.43829822540283203,0.738924503326416,0.7790970206260681
16,0.8532001972198486,0.4094680845737457,0.7559208869934082,0.7657188773155212
17,0.8607935905456543,0.382741779088974,0.775982141494751,0.7065439224243164
18,0.8677223324775696,0.3633747696876526,0.7642797231674194,0.7530012726783752
19,0.8759803175926208,0.34471604228019714,0.7637224793434143,0.7591062784194946
20,0.8830586075782776,0.32491591572761536,0.775982141494751,0.7567731738090515
21,0.8893061280250549,0.3117000460624695,0.7782111763954163,0.7104454636573792
22,0.8953542709350586,0.2935261130332947,0.7712454795837402,0.7566922903060913
23,0.8978300094604492,0.2840809226036072,0.784341037273407,0.7167772054672241
24,0.9023993015289307,0.27493342757225037,0.8091390132904053,0.6758487224578857
25,0.907483696937561,0.25970715284347534,0.7985511422157288,0.7004697918891907
26,0.9117207527160645,0.24959127604961395,0.8013374209403992,0.6730746030807495
27,0.9156253933906555,0.23812982439994812,0.8108108043670654,0.6690310835838318
28,0.9173036217689514,0.2301761358976364,0.8127611875534058,0.678907573223114
29,0.9202113747596741,0.22749094665050507,0.8177765607833862,0.6657142639160156
30,0.9222550988197327,0.21773205697536469,0.8144329786300659,0.6598139405250549
31,0.9229695796966553,0.2167777270078659,0.8272499442100525,0.6254647970199585
32,0.9258274435997009,0.20697619020938873,0.8144329786300659,0.6553521156311035
33,0.9285524487495422,0.20273135602474213,0.838952362537384,0.5791674852371216
34,0.9315432906150818,0.1930435299873352,0.8166620135307312,0.6637303233146667
35,0.9326232671737671,0.19189342856407166,0.8096963167190552,0.6891896724700928
36,0.9337033033370972,0.18581092357635498,0.8319866061210632,0.6333035826683044
37,0.9349162578582764,0.1803871989250183,0.8492616415023804,0.5825978517532349
38,0.9368436932563782,0.17757198214530945,0.8255781531333923,0.6600526571273804
39,0.9386381506919861,0.16975456476211548,0.8372805714607239,0.6300512552261353
40,0.9408148527145386,0.16668307781219482,0.8562273383140564,0.5884953737258911
41,0.9407151341438293,0.16822810471057892,0.8484257459640503,0.6011019945144653
42,0.9431244134902954,0.1588512510061264,0.837837815284729,0.6448817253112793
43,0.9414129853248596,0.16200608015060425,0.8322652578353882,0.6276763677597046
44,0.9459324479103088,0.15661846101284027,0.8375592231750488,0.6227458715438843
45,0.9463146328926086,0.14933206140995026,0.8500975370407104,0.6174110174179077
46,0.945600152015686,0.1531939059495926,0.8420172929763794,0.6318180561065674
47,0.9477934241294861,0.14504796266555786,0.8436890244483948,0.6218199133872986
48,0.9480758905410767,0.1468447744846344,0.8498188853263855,0.5956797003746033
49,0.9501695036888123,0.14016737043857574,0.8422958850860596,0.6582027673721313
50,0.9501695036888123,0.14032411575317383,0.84731125831604,0.6175883412361145
51,0.9513325691223145,0.13767312467098236,0.8403455018997192,0.7034709453582764
52,0.951615035533905,0.13640305399894714,0.8481470942497253,0.6130357384681702
53,0.9519805908203125,0.13423886895179749,0.8559487462043762,0.595315158367157
54,0.9534593820571899,0.13107281923294067,0.8704374432563782,0.5596498250961304
55,0.9535258412361145,0.12752866744995117,0.8634717464447021,0.5777408480644226
56,0.9546557068824768,0.1281692236661911,0.8495402336120605,0.6322208642959595
57,0.9568656086921692,0.12294914573431015,0.8562273383140564,0.6056877970695496
58,0.9534760117530823,0.12947501242160797,0.8601281642913818,0.5824297666549683
59,0.9556360244750977,0.12254162132740021,0.8475898504257202,0.6538010835647583
60,0.9579123854637146,0.1191582977771759,0.8659793734550476,0.5844346284866333
61,0.958061933517456,0.11722040176391602,0.8626358509063721,0.6043090224266052
62,0.957895815372467,0.11733462661504745,0.8735023736953735,0.579752504825592
63,0.9586434960365295,0.11776750534772873,0.8654221296310425,0.5986722707748413
64,0.9590256810188293,0.11646746098995209,0.8584563732147217,0.598626434803009
65,0.9607869386672974,0.1124141737818718,0.8537197113037109,0.6162692904472351
