epoch,accuracy,loss,val_accuracy,val_loss
0,0.21829722821712494,2.2899322509765625,0.2496517151594162,8.157792091369629
1,0.2813870906829834,1.7896435260772705,0.09111172705888748,4.180716514587402
2,0.3175761103630066,1.735249400138855,0.04067985340952873,13.58633804321289
3,0.3657948970794678,1.6240289211273193,0.09863471984863281,4.482436656951904
4,0.3413864076137543,2.1933064460754395,0.3471719026565552,1.6007909774780273
5,0.41514354944229126,1.5036038160324097,0.42769575119018555,1.5412192344665527
6,0.43985113501548767,1.4521152973175049,0.43549734354019165,1.4494483470916748
7,0.4528612196445465,1.4186081886291504,0.40011143684387207,1.633101224899292
8,0.46595439314842224,1.387990117073059,0.434382826089859,1.5177428722381592
9,0.4824538230895996,1.354400634765625,0.4491501748561859,1.608597993850708
10,0.49438390135765076,1.3272385597229004,0.4951239824295044,1.3149830102920532
11,0.5030739307403564,1.3069411516189575,0.43131792545318604,1.5366864204406738
12,0.5085570812225342,1.295600175857544,0.47645583748817444,1.4466359615325928
13,0.5111491680145264,1.2810930013656616,0.5023683309555054,1.3154480457305908
14,0.5224146246910095,1.2588824033737183,0.5146280527114868,1.332710862159729
15,0.5241426229476929,1.2485072612762451,0.5274449586868286,1.2645655870437622
16,0.5308553576469421,1.2323617935180664,0.5277236104011536,1.2406340837478638
17,0.5370197892189026,1.223527193069458,0.5266090631484985,1.2519147396087646
18,0.542802095413208,1.2113971710205078,0.5405405163764954,1.2422025203704834
19,0.54434734582901,1.20255446434021,0.47478407621383667,1.3475899696350098
20,0.5501794219017029,1.188326120376587,0.507940948009491,1.263227939605713
21,0.55572909116745,1.1784629821777344,0.5307885408401489,1.2460286617279053
22,0.5569087862968445,1.171308159828186,0.5207578539848328,1.3436325788497925
23,0.5617772340774536,1.162859559059143,0.5179715752601624,1.2430757284164429
24,0.5626910924911499,1.1547130346298218,0.5215937495231628,1.2858333587646484
25,0.5690216422080994,1.1437093019485474,0.5475062727928162,1.2071491479873657
26,0.5626246333122253,1.1546744108200073,0.5266090631484985,1.2364356517791748
27,0.5687558054924011,1.1448899507522583,0.48425745964050293,1.3274552822113037
28,0.5747873187065125,1.1274276971817017,0.5199219584465027,1.2280534505844116
29,0.5758507251739502,1.1270043849945068,0.48147115111351013,1.4202746152877808
30,0.5764821171760559,1.1215678453445435,0.5491780638694763,1.2585840225219727
31,0.5768144130706787,1.124809741973877,0.5452772378921509,1.1791346073150635
32,0.5804200172424316,1.1154747009277344,0.5299526453018188,1.24791419506073
33,0.5828625559806824,1.1070646047592163,0.5455558896064758,1.199915885925293
34,0.5880632996559143,1.0944617986679077,0.5650599002838135,1.1597167253494263
35,0.5838927030563354,1.0955452919006348,0.5711897611618042,1.1388754844665527
36,0.5889605283737183,1.0861213207244873,0.5661744475364685,1.1695406436920166
37,0.5892097353935242,1.0918104648590088,0.49540260434150696,1.3516807556152344
38,0.5927156805992126,1.083222508430481,0.5586514472961426,1.1803494691848755
39,0.5949587821960449,1.0771390199661255,0.5243800282478333,1.3137012720108032
40,0.5921174883842468,1.0844757556915283,0.3059347867965698,3.9877443313598633
41,0.5950252413749695,1.0716530084609985,0.5645026564598083,1.1296223402023315
